HEADER,conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT,conceptType,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66dbdb89-74ca-45b7-b8af-2479fc0e22c0,manage animal welfare,released,skill/competence,sector-specific,"plan measures for animal welfare needs | manage animal welfare needs | monitor animal welfare needs | plan application of animal welfare needs | manage the health and welfare of animals | be aware of animal welfare requirements | manage animal welfare | be aware of animal welfare requirement | oversee animal welfare | plan, manage and evaluate animal welfare needs","Plan, manage and evaluate the application of the five universally recognised animal welfare needs as appropriate to species, situation and own occupation.",http://data.europa.eu/esco/skill/936bac96-56cf-4a5a-a693-3cf69715c06e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/edcfd6ef-1a42-4e0a-97e2-2a2d61cac181,oversee animal management | follow safety precautions in work practices | tending and breeding animals,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/670ebf56-761c-4d3d-865a-db14085b77f7,apply procedures and regulations for eco-labelling,released,skill/competence,sector-specific,,"Identify, select and apply procedures and regulations to verify the compliance of specific requirements of EU eco-labelling.  ",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,"monitoring, inspecting and testing | ensure correct goods labelling",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6742977a-aa00-4c8c-9861-898b0373907e,advise on sustainable management policies,released,skill/competence,cross-sector,encourage sustainable management | promoting sustainable management | promote sustainable management | advocate sustainable management,"Contribute to planning and policy development for sustainable management, including input in environmental impact assessments.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,advising on environmental issues | adopt ways to reduce negative impact of consumption | promote sustainability,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6825a7dd-c2da-40fa-b745-508ff20ee293,natural areas maintenance,released,knowledge,sector-specific,methods for natural areas maintenance | natural areas maintenance | maintenance of natural areas | management methods for natural areas | management regimes for natural areas | regimes for managing natural areas | techniques for natural areas maintenance | management techniques for natural areas,"The methods to maintain the assets (both natural and constructed) of natural areas, including program development and implementation.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6853886b-ebc5-4b91-98af-9a4ecca803bd,types of wind turbines,released,knowledge,cross-sector,types of aero-generator | kinds of aero generator | horizontal wind turbine | typology of wind turbines | types of wind turbines | typology of aero generators | types of aero generator | kinds of wind turbine | vertical wind turbine | wind turbine types,"The two main types of wind turbines, namely those which rotate along a horizontal or those which rotate along a vertical axis, and their subtypes. The properties and uses of each.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/691c7db6-bad8-4a09-a3c4-4bf799375a35,sustainable agricultural production principles,released,knowledge,sector-specific,scope of organic agricultural production conditions | conditions for organic agricultural production | conditions of organic agricultural production | conditions for sustainable agricultural production | agricultural production principles | principles for organic agricultural production | scope of organic agricultural production principles | principles of organic agricultural production,Principles and conditions of organic and sustainable agricultural production.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6937f761-607c-4f9f-ab56-549e875a5deb,drain hazardous liquids,released,skill/competence,sector-specific,hazardous liquids removing | hazardous liquids draining | hazardous liquid removing | removing hazardous liquids | drain hazardous liquids | remove hazardous liquids | draining hazardous liquids | hazardous liquid draining,"Drain substances which pose health and safety risks from equipment, appliances or installations in order to store the liquids according to safety guidelines and dispose or treat them as required.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,handling and disposing of hazardous materials,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6962058d-9808-4820-a6bc-d7cabce60cde,implement sustainable procurement,released,skill/competence,sector-specific,socially responsible public procurement | green public procurement,"Incorporate strategic public policy goals into procurement procedures, such as green public procurement (GPP) and socially responsible public procurement (SRPP). Contribute to reducing the environmental impact of procurement, to achieving social goals and to improving value for money for the organisation and for society at large.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promote sustainability,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,develop water purification methods,released,skill/competence,cross-sector,water purification strategies developing | water purification methods developing | develop water purification methods | developing water purification strategies | developing water purification methods,"Develop strategies for the development and use of water purification equipment and plans, by aiding in the design of equipment, planning purification procedures, and identifying the necessary actions and potential risks.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,"designing industrial materials, systems or products | develop strategy to solve problems",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,prevent sea pollution,released,skill/competence,sector-specific,pollution at sea prevention | regulations for pollution prevention at sea applying | pollution of sea preventing | preventing pollution of sea | applying pollution prevention at sea regulations | preventing pollution at sea | prevent pollution of sea | apply the regulations for pollution prevention at sea | applying the regulations for pollution prevention at sea | pollution at sea preventing | apply pollution prevention at sea regulations,Organize and monitor environment protection applying the regulations for pollution prevention at sea.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,develop flood remediation strategies,released,skill/competence,cross-sector,writing flood remediation strategies | flood remediation strategies writing | flood remediation strategy writing | flood remediation strategies developing | write flood remediation strategies | developing flood remediation strategies | flood remediation strategy developing | develop flood remediation strategies,"Develop plans and design equipment for the prevention of floods and efficient aid in the event of a flood, by assessing the risks, identifying improvements in existing strategies, and designing new strategies in flood remediation.",http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,developing contingency and emergency response plans | develop strategy to solve problems,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c1143b7-1a4c-49ba-849a-ae328673e566,soil structure,released,knowledge,sector-specific,characteristics of soil structure | diversity of soil structure | typology of soil structure | soil structure | typology of soil components | characteristics of soil components | range of soil components | types of soil components | range of soil structure | types of soil structure | diversity of soil components,Diversity of soil elements and types of soil in relation to plant growth.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2182f9-9068-42e8-8855-31252d62fbb0,ecotourism,released,knowledge,sector-specific,,"The practice of sustainable travel to natural areas that conserve and support the local environment, fostering environmental and cultural understanding. It usually involves the observation of natural wildlife in exotic natural environments.",http://data.europa.eu/esco/isced-f/0521,environmental sciences,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657,energy storage systems,released,knowledge,cross-sector,super capacitors | battery types,"The systems to capture the energy produced at one time for use at a later time. This includes the differences between the main battery types, super capacitors and hydrogen or fuel tanks.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,beverages filtration processes,released,knowledge,sector-specific,beverages filtration process | beverages filtration procedures | beverages filtration systems | beverages filtration mechanisms | beverages filtration processes | beverage filtration process | beverages filtration measures | beverage filtration processes,"Safe and economic method for removing impurities from food products and extending its shelf life. Importance of contamination control and how it contributes to superior quality product, a significant reduction of waste and a minimum of product spoilage.",http://data.europa.eu/esco/skill/f3c3e51d-f4dc-49a8-8725-2a2d3160446e | http://data.europa.eu/esco/isced-f/0721 | http://data.europa.eu/esco/skill/dc57f705-75b6-4232-b531-1f020afa0364 | http://data.europa.eu/esco/skill/c2fb860d-7866-4909-9eaf-0a2af58b24a3,processes of foods and beverages manufacturing | food processing | food and beverage industry | beverages production process,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,maintain plant soil nutrition,released,skill/competence,sector-specific,ensure nutrition of plant soil | plant soil nutrition ensuring | ensure plant soil nutrition | maintain nutrition of plant soil | maintaining plant soil nutrition | ensuring plant soil nutrition | maintaining nutrition of plant soil | ensuring nutrition of plant soil | plant soil nutrition maintaining | maintain plant soil nutrition,Manage and support overall soil nutrition. Practice sustainable gardening techniques and integrated pest management in gardens both outdoor and indoor.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e19c179-3b5f-4c43-b6f5-16ce05b5e548,oceanography,released,knowledge,cross-sector,the study of oceans | oceans studies | oceanography,"The scientific discipline that studies oceanic phenomena such as marine organisms, plate tectonics, and the geology of the ocean bottom.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,Earth science | earth sciences,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27,pest management techniques,released,knowledge,occupation-specific,pest management techniques | techniques to manage pests | pest management methods | extermination methods | pest management technique | extermination techniques,"Techniques and measures used to prevent unwanted pests in houses, buildings and their surroundings by preventing access or by deploying other techniques such as wood protection and bird management devices.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84,bicycle sharing systems,released,knowledge,cross-sector,PBS schemes | bike sharing | public bicycle schemes,The different public and private services offering bicycles to individuals for their short term use based against the payment of a price or a fee.,http://data.europa.eu/esco/isced-f/104,transport services,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f5850ea-5785-4e2c-b062-743066fd5bdb,environmental legislation,released,knowledge,cross-sector,environmental regulations | environmental legislation | environmental law | environment legislation | legislation of the environment,The environmental policies and legislation applicable in a certain domain.,http://data.europa.eu/esco/isced-f/0421,law,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f900dcb-c7ff-4d97-8015-9c45b99f7097,dispose medical waste,released,skill/competence,cross-sector,apply appropriate waste disposal measures | dispose medical waste | carry out appropriate waste disposal | apply appropriate waste disposal techniques | dispose of medical waste,"Carry out the appropriate technique to safely dispose all types of medical waste such as infective, toxic and radioactive waste.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa,handling and disposing of hazardous materials | dispose waste,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,ensure correct goods labelling,released,skill/competence,sector-specific,ensure correct labelling of goods | ensure correct goods labeling | secure correct goods labelling | ensure the labelling of goods correctly | assure correct goods labelling | establish correct goods labelling | maintain correct goods labelling,"Ensure that goods are labeled with all necessary labeling information (e.g. legal, technological, hazardous and others) regarding the product. Ensure that labels respects the legal requirements and adhere to regulations.",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/0ecb719a-15b4-45c9-86b3-34153fd102ed,"monitoring, inspecting and testing | place record labels",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/705f5906-9b08-4562-9544-46f6ab944a7e,forest conservation,released,knowledge,cross-sector,practices of forest management | methods of forest management | techniques for forest management | methods of forest conservation | techniques for forest conservation | practices of forest conservation | forest conservation,Understand forest conservation: the practice of planting and maintaining forested areas.,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb | http://data.europa.eu/esco/isced-f/0821,agroforestry | forestry,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/709ba9cf-ad8c-41d8-b09f-3de1ca0692ee,develop food policy,released,skill/competence,sector-specific,establish food policy | develop food policy | launch food policy | evaluate food policy | produce food policy | develop a food policy | develop food policies,"Participate in the decision-making around production and processing techniques, marketing, availability, utilization and consumption of food, in the interest of meeting or furthering social objectives to influence the operation of the food and agriculture system. Food policymakers engage in activities such as regulation of food-related industries, establishing eligibility standards for food assistance programs for the poor, ensuring safety of the food supply, food labeling, and even the qualifications of a product to be considered organic. ",http://data.europa.eu/esco/skill/3d1b1cfe-a182-480a-b4dd-f482c6b4e6a4 | http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,develop product policies | follow an environmental friendly policy while processing food | developing policies and legislation,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3,impact investing,released,knowledge,sector-specific,,"Investment strategy aimed at investing in organisations or initiatives with a social or environmental outlook, which in turn generates financial gains but also a positive impact in society.",http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/722058b4-2b90-453c-8ba1-88f74e8fb645,compare alternative vehicles,released,skill/competence,sector-specific,evaluate emissions of vehicles | compare vehicles performance | evaluate vehicles performance,Compare the performance of alternative vehicles based on factors such as their energy consumption and the energy density per volume and per mass of different fuels employed.,http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,testing electrical and mechanical systems or equipment ,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72627d40-488a-4ef5-9c72-3c048361102c,dismantle broken appliances,released,skill/competence,sector-specific,wreck dismantling | wrecks breaking up | dismantle broken appliances | brealing up wrecks | broken appliances dismantling | break up wrecks | wrecks dismantling | dismantling wrecks,"Dismantle equipment and appliances which are broken and ineligible for repair so that their separate components can be sorted, recycled, and disposed of in a manner which is compliant with waste and recycling legislation.",http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,repairing and installing mechanical equipment,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72886bc5-eeb0-42d5-9b01-f83b4cf138b4,water consumption,released,knowledge,occupation-specific,consuming of water | water conservation | conservation of water | consumption of water | water consumption | efficient water use | consuming water | efficient use of water,"The factors which are involved in the calculation and estimation of water consumption in a residence or facility, and methods in which water consumption can be lowered or made more efficient.",http://data.europa.eu/esco/isced-f/1021,community sanitation,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73576419-31c2-4e45-8e30-ab1afec3db4e,use sustainable materials and components,released,skill/competence,cross-sector,,"Identify, select environmentally friendly materials and components. Decide on the substitution of certain materials by the one that are environmentally friendly, maintaining the same level of functionality and other characteristics of the product.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73997f48-cd9d-4724-872d-86ecbb2ed9a2,plant species,released,knowledge,sector-specific,range of plant families and species | range of flora | types of plant families and species | plant species | characteristics of plant families and species | typology of flora | characteristics of flora | types of flora | variety of plant families and species | typology of plant families and species | variety of flora,"The variety of plants, trees and shrubs and their special characteristics. ",http://data.europa.eu/esco/isced-f/0511,biology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,manage waste,released,skill/competence,sector-specific,manage waste | waste disposing | managing waste | waste managing | dispose of waste,"Manage or dispose of significant amounts of waste materials or hazardous materials. Ensure required licenses and permits are in place and reasonable management practices, industry standards, or commonly accepted farming practices followed.",http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a,handling and disposing of waste and hazardous materials,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73cc1ce2-4ada-4ae1-9f8e-d7efadcd52f6,design an electric heating system,released,skill/competence,sector-specific,design electric heating system,Design the details of electric heating systems. Calculate the needed capacity for space heating under given conditions complying with available electrical power supply.,http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7493634f-30ea-4f2f-8fd4-c78b4a309bf7,understand fresh water ecosystems,released,knowledge,sector-specific,understanding fresh water ecosystems | knowing about fresh water ecosystems | fresh water ecosystems knowing about | knowing about ecosystems of fresh water | know about ecosystems of fresh water | understand fresh water ecosystems | understand ecosystems of fresh water | understanding ecosystems of fresh water | know about fresh water ecosystems | fresh water ecosystems understanding,Understand fresh water ecosystems.,http://data.europa.eu/esco/isced-f/0831,fisheries,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7594068e-1a9d-4d39-b6f8-aa10f9792d2d,operate steam turbine,released,skill/competence,sector-specific,tending steam turbine | operating steam turbine | steam turbine tending | tend steam turbine | steam turbine operating | operate steam turbine,"Operate equipment which uses thermal energy, extracted from pressurised steam, to generate rotary motion. Ensure that the turbine is balanced, and operates according to safety regulations and legislation, by monitoring the equipment during operations.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operating energy production or distribution equipment,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d,pollution prevention,released,knowledge,cross-sector,pollution prevention | regulations for pollution prevention | International Convention for the Prevention of Pollution from Ships | requirements for pollution prevention | legislation covering pollution prevention | MARPOL,"The processes used to prevent pollution: precautions to pollution of the environment, procedures to counter pollution and associated equipment, and possible measures to protect the environment.",http://data.europa.eu/esco/isced-f/0712,environmental protection technology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7608e884-6f73-4205-a02a-ea7062a2337e,monitor disposal of radioactive substances,released,skill/competence,cross-sector,manage disposal of radioactive substances | monitor disposal of a radioactive substance | monitor disposal of radioactive substances | supervise correct disposal of radioactive substances | oversee disposal of radioactive substances | monitor the disposal of radioactive substances,"Ensure correct management and disposal of radioactive substances used for medical purposes, in compliance with established procedures.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,handling and disposing of hazardous materials,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/761e1acc-d38b-4524-9890-6a119fb7e98c,support local tourism,released,skill/competence,sector-specific,,Promote local products and services to visitors and encourage the use of local tourism operators in a destination.,http://data.europa.eu/esco/skill/f9db77be-eb63-4937-a0d0-b581733e7d2a,providing support to resolve problems,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76f552ef-bb2d-4f66-83a8-ad205086967e,educate people about nature,released,skill/competence,sector-specific,educate people about nature | orally educate people about nature | speak to educate people about nature | communicate with people about nature | educate people on nature,"Speak to a variety of audiences about e.g. information, concepts, theories and/or activities related to nature and its conservation. Produce written information. This information may be presented in a range of formats e.g. display signs, information sheets, posters, website text etc.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,instruct others | coaching and mentoring,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77390acd-7cf6-4cb2-895a-16bc6b6d2058,wildlife,released,knowledge,sector-specific,"equipment for wildlife capture | wildlife capture | wildlife | handling of wildlife | capturing wildlife | typology of wildlife, range of wildlife | types of wildlife","Undomesticated animal species, as well as all plants, fungi and other organisms that grow or live wild in an area without being introduced by humans. Wildlife can be found in all ecosystems such as deserts, forests, rain forests, plains, grasslands and other areas including the most developed urban areas, all have distinct forms of wildlife. Handling of wildlife capture equipment.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,analyse environmental data,released,skill/competence,sector-specific,analysing environmental data | review environmental data | examine environmental data | evaluate environmental data | analyze  environmental data | inspect environmental data | survey environmental data,Analyse data that interpret correlations between human activities and environmental effects.,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,"process qualitative information | use data processing techniques | inspect data | analysing scientific and medical data | manage quantitative data | interpret current data | evaluate data, information and digital content | analyse test data | analyse scientific data",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7808ccb8-9797-4864-80e3-37119ca32b30,monitor composting,released,skill/competence,occupation-specific,overseeing composting | oversee composting | monitor composting | monitoring composting | composting overseeing | composting monitoring,Mix the biodegradable materials respecting the appropriate proportion and monitor the degradation process of organic waste.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,preparing mixtures or solutions,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,provide information on solar panels,released,skill/competence,cross-sector,providing information on solar panels | giving information on solar panels | give information on solar panels | solar panels information providing | solar panels information giving | provide information on solar panels | solar panel information providing | solar panel information giving,"Provide organisations and individuals searching for alternative methods to provide facilities and residences with energy on the costs, benefits, and negative aspects of the installation and use of solar panels, and what one must take into account when considering the purchase and installation of solar systems.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,advise others | provide information,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,smart grids systems,released,knowledge,sector-specific,smart grids,"Smart grids are a digital electricity network. The system involves the electronic digital control of production, distribution and use of electricity, information management of the components and energy saving.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,design offshore energy systems,released,skill/competence,sector-specific,design marine energy systems | specify offshore energy systems | design ocean energy systems,"Develop design specifications for offshore energy systems and their components, ensuring that the design is optimised to ensure safe and efficient production of energy. Create checklists for the inspection and monitoring of completed offshore installation projects.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"designing industrial materials, systems or products",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,apply transportation management concepts,released,skill/competence,sector-specific,apply transportation management concepts | improve transportation processes through application of management concepts | improve transportation processes through application of management principles | employ transport industry management principles | apply transport management concepts | apply transport management principles | implement transport industry management concepts | apply principles of transportation management | apply concepts of transportation management | apply transportation management principles | employ transport industry management concepts | implement transport industry management principles | apply concepts of transport management,"Apply transport industry management concepts in order to improve transportation processes, reduce waste, increase efficiency, and improve schedule preparation.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,following instructions and procedures | manage company transport strategy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,nurse plants,released,skill/competence,sector-specific,tending plants | plant and tree tending | nurse plants | nursing plants and trees | plant tending | plant nursing | tend plants and trees | nursing plants | nurse plants and trees | tending plants and trees | plant and tree nursing | tend plants,"Determine the need for nursing activities and carry out nursing by cultivating, maintaining, watering and spraying the plants and trees manually or using appropriate equipment, taking into account the plant species and following safety requirements.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,prevent kiln loss of heat,released,skill/competence,occupation-specific,preventing loss of kiln heat | prevent kiln loss of heat | avoiding loss of kiln heat | kiln loss of heat preventing | avoid loss of kiln heat | preventing kiln loss of heat | prevent loss of kiln heat,Prevent the waste of heat by sealing the kiln door with bricks and clay.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"operating kilns, furnaces and drying equipment",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,environmental impact of tourism,released,knowledge,sector-specific,effects of the environment on tourism | environment and its impact on tourism | impact of environment on tourism | environmental impact of travel activities | environmental impact of tourism,The study of the environmental impact of travel and tourist activities on tour destinations.,http://data.europa.eu/esco/isced-f/1015,"travel, tourism and leisure",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,types of wave energy converters,released,knowledge,sector-specific,types of WEC,"Different types of devices to exploit wave power, such as point absorber buoys, surface attenuators, oscillating wave surge converters, overtopping devices, or submerged pressure differential converters.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,engage others in environment friendly behaviours,released,skill/competence,transversal,inform about sustainability | promote sustainability | advocate sustainability | encourage others to respect the environment | promote environmental friendly behaviours,Inform about and promote environmental friendly behaviours in social networks and at work.,http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,applying environmental skills and competences,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,educate on sustainable tourism,released,skill/competence,sector-specific,,"Develop educational programmes and resources for individuals or guided groups, to provide information about sustainable tourism and the impact of human interaction on the environment, local culture and natural heritage. Educate travellers about making a positive impact and raise awareness of environmental issues.",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coaching and mentoring,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,provide information on wind turbines,released,skill/competence,sector-specific,wind turbines information giving | giving information on wind turbines | provide information on wind turbines | give information on wind turbines | wind turbine information providing | providing information on wind turbines | wind turbines information providing | wind turbine information giving,"Provide organisations and individuals searching for alternative energy methods on the cost, benefits, and negative aspects of the installation and use of wind turbines, both residential and common, and what one must take into account when considering the implementation of wind turbine technology.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,provide information,,
